"GEO_ID","NAME","P001001","P001002","P001003","P001004","P001005","P001006","P001007","P001008","P001009","P001010","P001011","P001012","P001013","P001014","P001015","P001016","P001017","P001018","P001019","P001020","P001021","P001022","P001023","P001024","P001025","P001026","P001027","P001028","P001029","P001030","P001031","P001032","P001033","P001034","P001035","P001036","P001037","P001038","P001039","P001040","P001041","P001042","P001043","P001044","P001045","P001046","P001047","P001048","P001049","P001050","P001051","P001052","P001053","P001054","P001055","P001056","P001057","P001058","P001059","P001060","P001061","P001062","P001063","P001064","P001065","P001066","P001067","P001068","P001069","P001070","P001071"
"1400000US42101006000","Census Tract 60, Philadelphia County, Pennsylvania","6450","6328","1150","4620","28","416","0","114","122","114","29","11","1","1","3","26","7","9","6","4","1","0","4","10","2","7","6","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"1400000US42101006100","Census Tract 61, Philadelphia County, Pennsylvania","3123","3064","414","2326","6","292","0","26","59","55","21","3","4","0","0","7","2","8","6","0","0","0","3","1","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101006200","Census Tract 62, Philadelphia County, Pennsylvania","4524","4426","427","3737","8","221","2","31","98","93","36","1","9","1","8","13","1","12","8","0","0","2","0","2","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"1400000US42101006300","Census Tract 63, Philadelphia County, Pennsylvania","4236","4148","253","3150","15","618","2","110","88","77","16","7","5","0","2","15","9","3","18","1","0","0","0","1","0","11","4","1","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101006400","Census Tract 64, Philadelphia County, Pennsylvania","4472","4349","342","3410","12","527","1","57","123","114","34","1","2","0","4","26","17","3","25","0","0","0","0","1","1","9","5","1","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101006500","Census Tract 65, Philadelphia County, Pennsylvania","4486","4395","33","4291","22","23","5","21","91","77","30","1","0","0","0","16","8","5","16","0","0","0","0","1","0","14","6","7","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101006600","Census Tract 66, Philadelphia County, Pennsylvania","3750","3659","199","2957","11","421","2","69","91","71","18","1","3","0","6","14","8","5","15","0","0","0","0","1","0","16","4","10","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","4","1","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"1400000US42101006700","Census Tract 67, Philadelphia County, Pennsylvania","7472","7266","794","5746","25","545","5","151","206","180","81","2","5","1","7","41","10","3","24","4","0","0","0","0","2","20","11","2","0","2","0","0","0","0","0","0","1","1","1","0","2","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0"
"1400000US42101006900","Census Tract 69, Philadelphia County, Pennsylvania","2539","2503","61","2406","13","3","0","20","36","32","11","0","0","0","0","14","1","1","3","0","0","0","0","2","0","4","0","0","0","2","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101007000","Census Tract 70, Philadelphia County, Pennsylvania","3990","3922","56","3807","9","29","1","20","68","63","32","0","0","0","0","10","12","3","3","0","0","1","2","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101007101","Census Tract 71.01, Philadelphia County, Pennsylvania","2557","2495","129","2326","7","23","0","10","62","50","31","0","0","0","0","8","3","1","4","1","0","1","0","1","0","12","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101007102","Census Tract 71.02, Philadelphia County, Pennsylvania","4924","4837","32","4747","15","19","0","24","87","66","23","3","0","0","0","22","7","1","5","0","0","0","0","5","0","19","9","0","4","2","0","0","3","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"1400000US42101007200","Census Tract 72, Philadelphia County, Pennsylvania","4773","4680","67","4530","19","41","0","23","93","78","25","3","7","1","2","23","5","2","8","1","0","1","0","0","0","14","11","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101007300","Census Tract 73, Philadelphia County, Pennsylvania","3088","2997","192","2723","9","30","3","40","91","80","29","2","2","0","0","23","11","1","9","1","0","1","0","1","0","8","2","0","0","0","0","0","0","0","0","0","5","0","1","0","0","0","0","0","0","0","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101007400","Census Tract 74, Philadelphia County, Pennsylvania","4338","4251","300","3821","8","62","0","60","87","73","20","3","16","0","3","15","7","1","4","0","0","1","1","2","0","6","3","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","4","1","0","0","0","1","0","0","0","0","0","0","0","0","2","0","4","4","0","0","0","0","0","0","0"
"1400000US42101007700","Census Tract 77, Philadelphia County, Pennsylvania","2380","2319","988","703","14","583","3","28","61","56","9","7","21","0","1","4","2","0","0","2","0","0","1","9","0","5","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101007800","Census Tract 78, Philadelphia County, Pennsylvania","4177","4014","2207","1510","13","245","1","38","163","146","53","17","32","1","8","14","8","0","5","1","0","0","0","7","0","16","12","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101007900","Census Tract 79, Philadelphia County, Pennsylvania","4553","4339","2249","1735","24","258","5","68","214","193","63","18","47","1","9","25","17","2","4","2","0","0","0","5","0","18","8","5","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"1400000US42101008000","Census Tract 80, Philadelphia County, Pennsylvania","3951","3829","389","3331","12","46","1","50","122","104","30","7","10","0","2","22","8","6","15","0","0","0","0","4","0","16","15","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101008101","Census Tract 81.01, Philadelphia County, Pennsylvania","2758","2703","33","2635","8","12","0","15","55","47","20","0","0","0","0","10","3","7","6","0","0","1","0","0","0","7","3","2","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101008102","Census Tract 81.02, Philadelphia County, Pennsylvania","5028","4928","40","4847","10","10","0","21","100","76","21","5","0","0","3","29","1","5","11","0","0","1","0","0","0","21","16","0","1","2","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0"
"1400000US42101008200","Census Tract 82, Philadelphia County, Pennsylvania","6797","6671","52","6512","16","44","3","44","126","109","21","2","0","0","8","48","13","8","9","0","0","0","0","0","0","14","9","2","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"1400000US42101008301","Census Tract 83.01, Philadelphia County, Pennsylvania","4081","3999","119","3806","18","41","3","12","82","66","18","1","0","0","10","17","9","4","5","0","0","0","0","1","1","16","12","2","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101008302","Census Tract 83.02, Philadelphia County, Pennsylvania","4307","4236","31","4111","36","40","0","18","71","60","17","0","0","0","3","14","5","6","11","0","0","0","1","0","3","7","1","3","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101008400","Census Tract 84, Philadelphia County, Pennsylvania","4488","4369","49","4246","21","22","0","31","119","100","31","3","3","0","0","33","6","2","15","1","0","4","1","0","1","18","13","3","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"1400000US42101008500","Census Tract 85, Philadelphia County, Pennsylvania","6313","6184","230","5762","51","88","8","45","129","111","30","3","3","2","4","41","9","4","12","1","0","0","0","2","0","17","9","2","0","1","0","0","0","1","0","0","1","2","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101008601","Census Tract 86.01, Philadelphia County, Pennsylvania","2947","2848","1430","1076","20","293","1","28","99","89","20","7","37","1","2","13","4","1","3","0","0","1","0","0","0","10","3","1","0","0","2","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101008602","Census Tract 86.02, Philadelphia County, Pennsylvania","3010","2926","328","2421","24","106","0","47","84","78","24","0","5","0","1","23","8","0","8","9","0","0","0","0","0","6","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101008701","Census Tract 87.01, Philadelphia County, Pennsylvania","4147","3973","2148","673","16","1060","5","71","174","160","57","7","47","2","14","8","7","0","6","4","0","1","1","6","0","14","4","4","4","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101008702","Census Tract 87.02, Philadelphia County, Pennsylvania","3036","2934","1821","393","6","667","1","46","102","98","17","7","43","0","15","1","4","3","3","0","0","1","0","4","0","4","0","2","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101008801","Census Tract 88.01, Philadelphia County, Pennsylvania","988","955","555","91","2","298","0","9","33","33","5","1","25","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101008802","Census Tract 88.02, Philadelphia County, Pennsylvania","6983","6675","3898","806","10","1890","4","67","308","288","59","19","137","2","18","14","22","0","5","0","0","1","4","7","0","20","5","5","0","1","0","1","1","2","2","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101009000","Census Tract 90, Philadelphia County, Pennsylvania","5576","5430","3937","444","16","956","2","75","146","133","18","6","54","2","5","8","4","0","6","8","0","0","4","18","0","13","6","3","0","0","0","0","1","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101009100","Census Tract 91, Philadelphia County, Pennsylvania","2803","2717","1140","1171","7","361","0","38","86","79","20","3","15","1","8","24","0","1","2","0","0","1","1","2","1","6","4","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0"
"1400000US42101009200","Census Tract 92, Philadelphia County, Pennsylvania","2884","2799","345","2223","12","188","3","28","85","69","31","0","8","0","0","15","5","3","5","1","0","1","0","0","0","16","12","2","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101009300","Census Tract 93, Philadelphia County, Pennsylvania","4221","4134","79","3974","21","27","1","32","87","67","24","5","0","0","0","21","1","3","12","0","0","0","0","1","0","20","10","3","0","0","0","0","0","0","0","0","0","0","6","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101009400","Census Tract 94, Philadelphia County, Pennsylvania","3827","3753","28","3687","9","8","0","21","74","59","15","1","0","0","2","12","4","2","23","0","0","0","0","0","0","15","6","0","0","5","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101009500","Census Tract 95, Philadelphia County, Pennsylvania","3313","3249","18","3180","23","4","2","22","64","54","6","0","2","0","2","21","8","11","3","0","0","0","0","1","0","10","4","0","0","3","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101009600","Census Tract 96, Philadelphia County, Pennsylvania","4238","4138","78","4000","20","27","0","13","100","80","29","1","0","0","0","24","9","2","12","0","1","2","0","0","0","20","14","1","0","3","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101009801","Census Tract 98.01, Philadelphia County, Pennsylvania","2184","2124","250","1807","4","41","0","22","60","57","24","1","1","1","5","14","3","5","3","0","0","0","0","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101009802","Census Tract 98.02, Philadelphia County, Pennsylvania","5475","5369","622","4605","6","104","3","29","106","97","45","4","6","0","6","18","9","0","9","0","0","0","0","0","0","9","2","3","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101010000","Census Tract 100, Philadelphia County, Pennsylvania","4366","4305","488","3665","25","63","3","61","61","55","20","1","2","1","2","10","4","5","7","0","0","0","1","1","1","6","3","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101010100","Census Tract 101, Philadelphia County, Pennsylvania","5459","5363","109","5149","24","39","0","42","96","89","32","5","2","0","0","24","6","9","11","0","0","0","0","0","0","4","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101010200","Census Tract 102, Philadelphia County, Pennsylvania","3187","3138","21","3075","19","7","1","15","49","42","7","0","0","0","1","21","7","1","4","0","1","0","0","0","0","7","5","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101010300","Census Tract 103, Philadelphia County, Pennsylvania","2449","2385","20","2331","9","14","0","11","64","38","8","0","0","0","0","16","2","4","6","0","0","1","0","1","0","26","20","5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101010400","Census Tract 104, Philadelphia County, Pennsylvania","3332","3274","96","3125","11","6","0","36","58","50","18","0","0","1","2","16","1","3","9","0","0","0","0","0","0","8","5","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101010500","Census Tract 105, Philadelphia County, Pennsylvania","3746","3667","105","3493","19","20","0","30","79","70","25","0","4","0","2","16","7","1","3","3","0","7","2","0","0","8","2","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101010600","Census Tract 106, Philadelphia County, Pennsylvania","1476","1423","42","1331","4","35","0","11","53","47","21","0","1","0","0","12","0","2","10","1","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101010700","Census Tract 107, Philadelphia County, Pennsylvania","3562","3519","78","3388","19","10","0","24","43","39","16","0","1","0","0","19","2","0","1","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101010800","Census Tract 108, Philadelphia County, Pennsylvania","3611","3514","260","3154","17","47","1","35","97","72","21","7","4","0","3","19","4","5","8","0","0","0","0","0","1","22","17","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101010900","Census Tract 109, Philadelphia County, Pennsylvania","2313","2269","414","1747","17","74","3","14","44","34","17","2","1","0","0","6","5","1","0","0","0","0","0","2","0","9","6","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101011000","Census Tract 110, Philadelphia County, Pennsylvania","3470","3403","108","3248","9","7","1","30","67","53","20","1","1","0","0","26","2","2","0","1","0","0","0","0","0","9","7","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101011100","Census Tract 111, Philadelphia County, Pennsylvania","3712","3660","80","3496","22","37","1","24","52","50","9","1","2","0","1","22","4","3","8","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101011200","Census Tract 112, Philadelphia County, Pennsylvania","5494","5360","47","5250","29","17","0","17","134","110","37","8","1","0","0","33","14","12","5","0","0","0","0","0","0","15","11","1","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","9","8","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101011300","Census Tract 113, Philadelphia County, Pennsylvania","2917","2842","29","2780","8","15","0","10","75","63","15","0","0","0","0","25","3","3","15","0","0","1","0","1","0","12","11","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101011400","Census Tract 114, Philadelphia County, Pennsylvania","6126","5985","159","5700","38","51","0","37","141","129","44","0","8","0","5","36","9","10","17","0","0","0","0","0","0","11","9","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101011500","Census Tract 115, Philadelphia County, Pennsylvania","4282","4190","390","3706","14","40","1","39","92","83","36","3","1","0","1","23","8","3","7","0","0","0","0","0","1","9","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101011700","Census Tract 117, Philadelphia County, Pennsylvania","1931","1893","1120","716","5","29","0","23","38","34","7","1","18","1","0","5","0","0","1","0","0","0","0","1","0","4","1","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101011800","Census Tract 118, Philadelphia County, Pennsylvania","5621","5516","156","5261","27","29","3","40","105","79","31","1","2","0","0","17","9","10","9","0","0","0","0","0","0","25","21","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101011900","Census Tract 119, Philadelphia County, Pennsylvania","5195","5068","149","4816","25","35","3","40","127","92","35","0","0","1","0","32","10","4","8","0","0","0","0","2","0","31","25","3","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"1400000US42101012000","Census Tract 120, Philadelphia County, Pennsylvania","1947","1901","744","1076","8","51","1","21","46","43","17","9","0","0","0","4","7","2","4","0","0","0","0","0","0","3","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101012100","Census Tract 121, Philadelphia County, Pennsylvania","2547","2488","650","1702","9","108","0","19","59","45","19","2","7","0","2","9","0","2","4","0","0","0","0","0","0","14","12","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101012201","Census Tract 122.01, Philadelphia County, Pennsylvania","2911","2802","1218","1102","9","437","0","36","109","91","17","2","39","0","3","10","6","2","4","1","0","2","2","3","0","17","10","3","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101012203","Census Tract 122.03, Philadelphia County, Pennsylvania","1120","1085","457","341","3","255","0","29","35","33","8","0","10","0","2","5","3","0","0","0","0","0","0","5","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101012204","Census Tract 122.04, Philadelphia County, Pennsylvania","3564","3464","924","2393","8","112","2","25","100","84","29","1","12","0","6","21","9","0","4","1","0","0","0","1","0","16","11","0","0","0","2","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101012500","Census Tract 125, Philadelphia County, Pennsylvania","5210","5084","3616","584","11","801","2","70","126","113","21","5","47","0","10","5","3","0","5","2","0","0","1","14","0","12","6","1","0","1","0","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101013100","Census Tract 131, Philadelphia County, Pennsylvania","1529","1483","289","1114","6","43","2","29","46","42","14","1","7","0","6","6","3","0","4","0","0","0","0","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101013200","Census Tract 132, Philadelphia County, Pennsylvania","2914","2849","297","2365","13","97","2","75","65","59","19","2","5","0","0","19","4","2","6","0","0","0","0","0","2","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101013300","Census Tract 133, Philadelphia County, Pennsylvania","2854","2768","1422","1100","10","125","2","109","86","76","14","7","18","2","3","9","2","0","8","1","0","0","3","6","3","9","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101013401","Census Tract 134.01, Philadelphia County, Pennsylvania","2288","2261","2110","80","4","62","1","4","27","27","8","1","11","0","5","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101013402","Census Tract 134.02, Philadelphia County, Pennsylvania","2922","2829","2207","330","11","130","1","150","93","84","31","8","17","1","15","3","1","0","6","0","0","1","0","1","0","8","4","0","0","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101013500","Census Tract 135, Philadelphia County, Pennsylvania","3222","3148","1687","1267","6","78","0","110","74","69","23","6","18","0","7","7","2","0","4","0","0","0","1","1","0","5","3","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101013601","Census Tract 136.01, Philadelphia County, Pennsylvania","2677","2609","2388","86","0","117","0","18","68","65","9","5","40","0","4","0","3","0","2","0","0","0","1","1","0","3","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101013602","Census Tract 136.02, Philadelphia County, Pennsylvania","3503","3415","2997","273","5","115","0","25","88","83","28","7","34","0","7","4","2","0","0","1","0","0","0","0","0","5","2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101013700","Census Tract 137, Philadelphia County, Pennsylvania","4813","4684","833","3716","7","80","3","45","129","116","56","2","11","0","5","25","12","1","4","0","0","0","0","0","0","13","7","2","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
