"GEO_ID","NAME","P002050","P002051","P002052","P002053","P002054","P002055","P002056","P002057","P002058","P002059","P002060","P002061","P002062","P002063","P002064","P002065","P002066","P002067","P002068","P002069","P002070","P002071","P002072","P002073","P002049","P002001","hisp_pop","non_hisp_pop","P002004","P002005","P002006","P002007","P002008","P002009","P002010","P002011","P002012","P002013","P002014","P002015","P002016","P002017","P002018","P002019","P002020","P002021","P002022","P002023","P002024","P002025","P002026","P002027","P002028","P002029","P002030","P002031","P002032","P002033","P002034","P002035","P002036","P002037","P002038","P002039","P002040","P002041","P002042","P002043","P002044","P002045","P002046","P002047","P002048"
"1400000US42101004201","Census Tract 42.01, Philadelphia County, Pennsylvania","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","5105","","","4766","4050","278","3","430","1","4","65","58","19","5","15","4","2","1","6","1","0","3","0","0","0","2","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101004202","Census Tract 42.02, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4925","","","4528","3732","247","9","536","2","2","97","95","21","15","33","3","4","2","5","0","2","0","0","0","1","9","0","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101005000","Census Tract 50, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","","","9","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101005400","Census Tract 54, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1314","","","1243","160","997","2","73","6","5","22","20","10","0","0","1","0","6","2","0","1","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101005500","Census Tract 55, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5635","","","5350","710","4420","9","203","1","7","133","115","47","4","1","1","0","33","18","0","5","1","0","0","0","4","1","18","12","1","1","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0"
"1400000US42101005600","Census Tract 56, Philadelphia County, Pennsylvania","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1111","","","1059","85","931","1","41","1","0","26","23","13","1","0","0","0","4","2","1","0","0","0","0","1","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"1400000US42101006000","Census Tract 60, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","6450","","","6176","1112","4593","25","410","0","36","104","99","28","11","1","1","1","20","7","9","6","4","1","0","4","6","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101006100","Census Tract 61, Philadelphia County, Pennsylvania","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3123","","","3021","412","2308","6","291","0","4","53","49","17","3","4","0","0","7","2","8","5","0","0","0","3","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101006200","Census Tract 62, Philadelphia County, Pennsylvania","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","4524","","","4341","408","3704","8","219","2","0","76","71","32","1","9","1","0","13","1","12","0","0","0","0","0","2","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101006300","Census Tract 63, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4236","","","3975","224","3115","13","610","2","11","72","63","15","7","5","0","0","14","9","3","9","0","0","0","0","1","0","9","3","1","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2"
"1400000US42101006400","Census Tract 64, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4472","","","4231","314","3372","12","525","1","7","95","88","32","1","2","0","0","24","17","3","8","0","0","0","0","1","0","7","4","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0"
"1400000US42101006500","Census Tract 65, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4486","","","4337","31","4255","15","23","1","12","71","62","30","0","0","0","0","15","8","5","3","0","0","0","0","1","0","9","1","7","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1400000US42101006600","Census Tract 66, Philadelphia County, Pennsylvania","1","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","4","3750","","","3527","178","2914","11","415","2","7","74","57","17","1","3","0","1","14","5","5","11","0","0","0","0","0","0","13","4","7","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"1400000US42101006700","Census Tract 67, Philadelphia County, Pennsylvania","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","1","7472","","","7038","763","5691","23","534","5","22","155","134","62","2","5","0","0","34","8","3","14","4","0","0","0","0","2","15","10","2","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0"
"1400000US42101006900","Census Tract 69, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2539","","","2454","56","2378","13","2","0","5","30","27","9","0","0","0","0","12","1","1","3","0","0","0","0","1","0","3","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1400000US42101007000","Census Tract 70, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3990","","","3885","51","3788","8","29","1","8","65","60","32","0","0","0","0","10","12","3","1","0","0","0","2","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101007101","Census Tract 71.01, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2557","","","2460","122","2308","6","23","0","1","57","45","28","0","0","0","0","8","3","1","3","1","0","0","0","1","0","12","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"1400000US42101007102","Census Tract 71.02, Philadelphia County, Pennsylvania","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","4924","","","4783","31","4715","14","19","0","4","71","62","22","2","0","0","0","21","7","1","4","0","0","0","0","5","0","7","2","0","0","1","0","0","3","0","0","0","0","0","0","0","1","0","0","0","0","0"
"1400000US42101007200","Census Tract 72, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4773","","","4582","60","4459","14","41","0","8","76","64","21","3","4","1","2","22","4","2","4","0","0","1","0","0","0","11","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101007300","Census Tract 73, Philadelphia County, Pennsylvania","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3088","","","2931","184","2696","8","30","3","10","76","68","26","1","2","0","0","22","11","1","4","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0"
"1400000US42101007400","Census Tract 74, Philadelphia County, Pennsylvania","1","0","0","0","1","0","0","0","0","0","0","0","0","2","0","4","4","0","0","0","0","0","0","0","4","4338","","","4141","285","3762","7","62","0","25","77","65","18","3","16","0","0","15","7","1","1","0","0","1","1","2","0","4","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101007700","Census Tract 77, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2380","","","2271","966","696","14","583","3","9","58","54","9","7","21","0","1","4","2","0","0","0","0","0","1","9","0","4","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"1400000US42101007800","Census Tract 78, Philadelphia County, Pennsylvania","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4177","","","3833","2099","1470","10","244","1","9","141","130","48","14","30","1","4","14","7","0","5","0","0","0","0","7","0","10","8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101007900","Census Tract 79, Philadelphia County, Pennsylvania","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","4553","","","4125","2123","1699","21","255","5","22","186","168","52","16","43","1","3","25","17","2","2","2","0","0","0","5","0","16","6","5","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101008000","Census Tract 80, Philadelphia County, Pennsylvania","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3951","","","3730","372","3291","12","46","1","8","83","72","22","6","9","0","1","20","8","3","1","0","0","0","0","2","0","9","8","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1400000US42101008101","Census Tract 81.01, Philadelphia County, Pennsylvania","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2758","","","2662","32","2610","7","12","0","1","48","41","19","0","0","0","0","10","3","5","4","0","0","0","0","0","0","6","3","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1400000US42101008102","Census Tract 81.02, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5028","","","4850","33","4786","10","10","0","11","77","61","21","3","0","0","0","29","1","5","1","0","0","1","0","0","0","16","14","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1400000US42101008200","Census Tract 82, Philadelphia County, Pennsylvania","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","6797","","","6568","38","6461","16","44","3","6","104","90","20","2","0","0","0","45","13","5","5","0","0","0","0","0","0","12","8","2","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"1400000US42101008301","Census Tract 83.01, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4081","","","3940","96","3779","18","41","3","3","56","42","15","1","0","0","0","16","5","1","4","0","0","0","0","0","0","14","12","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101008302","Census Tract 83.02, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4307","","","4150","27","4049","28","40","0","6","48","42","12","0","0","0","0","13","5","6","5","0","0","0","1","0","0","6","1","3","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"1400000US42101008400","Census Tract 84, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","4488","","","4293","35","4209","21","22","0","6","105","88","25","3","3","0","0","33","4","2","12","1","0","4","1","0","0","16","11","3","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"1400000US42101008500","Census Tract 85, Philadelphia County, Pennsylvania","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6313","","","6079","210","5713","51","87","8","10","103","89","24","2","3","2","0","39","9","4","3","1","0","0","0","2","0","13","5","2","0","1","0","0","0","1","0","0","1","2","0","0","0","1","0","0","0","0"
"1400000US42101008601","Census Tract 86.01, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2947","","","2742","1351","1070","19","291","1","10","87","79","15","5","37","1","2","13","4","1","1","0","0","0","0","0","0","8","2","1","0","0","2","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"1400000US42101008602","Census Tract 86.02, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3010","","","2826","303","2395","19","106","0","3","76","71","23","0","5","0","0","22","8","0","4","9","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101008701","Census Tract 87.01, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4147","","","3780","2031","661","15","1057","5","11","150","137","51","7","46","2","3","8","7","0","3","4","0","0","1","5","0","13","4","4","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101008702","Census Tract 87.02, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3036","","","2761","1699","381","6","665","0","10","79","75","14","6","41","0","3","1","4","3","0","0","0","0","0","3","0","4","0","2","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101008801","Census Tract 88.01, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","988","","","900","510","88","2","298","0","2","33","33","5","1","25","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101008802","Census Tract 88.02, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6983","","","6355","3660","782","9","1883","4","17","278","261","52","17","134","2","8","13","22","0","4","0","0","0","4","5","0","17","5","5","0","1","0","1","0","2","2","0","1","0","0","0","0","0","0","0","0","0"
"1400000US42101009000","Census Tract 90, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5576","","","5215","3795","435","13","948","1","23","130","119","18","6","53","2","0","7","3","0","1","8","0","0","4","17","0","11","6","3","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101009100","Census Tract 91, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2803","","","2639","1104","1159","6","360","0","10","65","60","19","3","15","1","2","15","0","1","1","0","0","0","1","2","0","5","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101009200","Census Tract 92, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2884","","","2714","314","2201","5","188","0","6","73","58","28","0","5","0","0","14","4","3","2","1","0","1","0","0","0","15","11","2","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0"
"1400000US42101009300","Census Tract 93, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4221","","","4053","70","3934","18","27","1","3","74","55","21","4","0","0","0","19","0","3","7","0","0","0","0","1","0","19","9","3","0","0","0","0","0","0","0","0","0","0","6","0","0","1","0","0","0","0"
"1400000US42101009400","Census Tract 94, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3827","","","3700","21","3655","8","8","0","8","51","36","13","1","0","0","2","10","4","1","5","0","0","0","0","0","0","15","6","0","0","5","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0"
"1400000US42101009500","Census Tract 95, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3313","","","3194","17","3148","19","4","2","4","53","45","6","0","2","0","0","16","8","11","1","0","0","0","0","1","0","8","3","0","0","3","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"1400000US42101009600","Census Tract 96, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4238","","","4070","62","3963","16","27","0","2","86","69","25","0","0","0","0","22","9","2","11","0","0","0","0","0","0","17","12","1","0","2","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1400000US42101009801","Census Tract 98.01, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2184","","","2086","235","1794","4","41","0","12","54","51","24","1","1","1","2","14","3","5","0","0","0","0","0","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"1400000US42101009802","Census Tract 98.02, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5475","","","5263","584","4561","3","104","3","8","87","80","38","0","6","0","1","17","9","0","9","0","0","0","0","0","0","7","2","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101010000","Census Tract 100, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4366","","","4168","446","3624","25","63","3","7","45","43","13","1","2","1","0","10","4","5","4","0","0","0","1","1","1","2","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0"
"1400000US42101010100","Census Tract 101, Philadelphia County, Pennsylvania","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","5459","","","5247","87","5093","24","38","0","5","83","77","29","5","2","0","0","22","5","8","6","0","0","0","0","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1400000US42101010200","Census Tract 102, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3187","","","3109","20","3056","18","7","1","7","44","38","6","0","0","0","1","21","7","1","1","0","1","0","0","0","0","6","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101010300","Census Tract 103, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2449","","","2333","10","2302","8","12","0","1","59","34","7","0","0","0","0","16","2","4","5","0","0","0","0","0","0","25","20","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101010400","Census Tract 104, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3332","","","3178","72","3082","11","5","0","8","41","35","16","0","0","1","0","12","1","3","2","0","0","0","0","0","0","6","5","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1400000US42101010500","Census Tract 105, Philadelphia County, Pennsylvania","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3746","","","3599","95","3462","17","20","0","5","63","56","20","0","4","0","2","10","7","1","0","3","0","7","2","0","0","6","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101010600","Census Tract 106, Philadelphia County, Pennsylvania","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1476","","","1408","37","1326","4","35","0","6","53","47","21","0","1","0","0","12","0","2","10","1","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101010700","Census Tract 107, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3562","","","3447","67","3345","13","10","0","12","36","32","12","0","1","0","0","18","1","0","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101010800","Census Tract 108, Philadelphia County, Pennsylvania","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3611","","","3440","252","3116","17","46","0","9","84","60","20","7","3","0","0","19","4","5","1","0","0","0","0","0","1","21","17","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101010900","Census Tract 109, Philadelphia County, Pennsylvania","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2313","","","2216","397","1723","17","72","3","4","39","33","17","2","1","0","0","5","5","1","0","0","0","0","0","2","0","5","2","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1400000US42101011000","Census Tract 110, Philadelphia County, Pennsylvania","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3470","","","3317","92","3206","9","7","1","2","55","47","19","0","1","0","0","23","1","2","0","1","0","0","0","0","0","6","4","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101011100","Census Tract 111, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3712","","","3587","63","3451","22","37","1","13","43","41","8","0","1","0","0","21","4","3","4","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1400000US42101011200","Census Tract 112, Philadelphia County, Pennsylvania","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","5494","","","5277","38","5190","28","17","0","4","117","94","32","8","1","0","0","28","13","12","0","0","0","0","0","0","0","15","11","1","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101011300","Census Tract 113, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2917","","","2807","22","2759","8","15","0","3","61","49","15","0","0","0","0","25","3","3","2","0","0","0","0","1","0","12","11","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1400000US42101011400","Census Tract 114, Philadelphia County, Pennsylvania","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6126","","","5866","148","5618","36","51","0","13","126","115","43","0","8","0","0","35","7","10","12","0","0","0","0","0","0","10","8","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"1400000US42101011500","Census Tract 115, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4282","","","4053","350","3646","13","40","1","3","75","66","28","3","1","0","1","21","7","3","2","0","0","0","0","0","0","9","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101011700","Census Tract 117, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1931","","","1838","1093","713","2","29","0","1","36","32","6","1","18","1","0","5","0","0","0","0","0","0","0","1","0","4","1","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101011800","Census Tract 118, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","5621","","","5433","152","5211","24","29","3","14","94","70","30","1","2","0","0","16","9","10","2","0","0","0","0","0","0","23","21","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"1400000US42101011900","Census Tract 119, Philadelphia County, Pennsylvania","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","2","5195","","","4961","127","4769","20","35","3","7","107","85","31","0","0","1","0","32","9","4","6","0","0","0","0","2","0","19","17","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1400000US42101012000","Census Tract 120, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1947","","","1844","720","1058","8","51","1","6","39","37","15","8","0","0","0","4","4","2","4","0","0","0","0","0","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101012100","Census Tract 121, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2547","","","2441","634","1687","9","107","0","4","52","39","16","2","7","0","2","9","0","2","1","0","0","0","0","0","0","13","11","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1400000US42101012201","Census Tract 122.01, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2911","","","2696","1157","1089","9","434","0","7","103","86","17","2","39","0","0","10","6","2","3","1","0","2","2","2","0","17","10","3","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1"
"1400000US42101012203","Census Tract 122.03, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1120","","","1051","443","338","2","255","0","13","32","30","8","0","10","0","0","5","3","0","0","0","0","0","0","4","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101012204","Census Tract 122.04, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3564","","","3378","893","2363","7","109","2","4","94","78","27","1","12","0","3","20","9","0","4","1","0","0","0","1","0","16","11","0","0","0","2","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0"
"1400000US42101012500","Census Tract 125, Philadelphia County, Pennsylvania","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5210","","","4817","3433","562","10","796","2","14","112","102","21","4","45","0","6","4","3","0","2","2","0","0","1","14","0","9","4","1","0","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0"
"1400000US42101013100","Census Tract 131, Philadelphia County, Pennsylvania","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1529","","","1390","257","1081","6","41","2","3","33","31","13","1","7","0","0","6","3","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101013200","Census Tract 132, Philadelphia County, Pennsylvania","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2914","","","2639","226","2297","12","97","2","5","52","46","17","1","4","0","0","19","3","2","0","0","0","0","0","0","0","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1400000US42101013300","Census Tract 133, Philadelphia County, Pennsylvania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2854","","","2552","1336","1082","8","122","1","3","62","60","13","7","18","2","2","8","2","0","2","0","0","0","3","2","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
